source,target,type,impact_score,mitigation
T7038,IT-09574,TARGETS,0.73,Isoler IT-09574 et appliquer les correctifs pour T7038.
T1424,IT-02565,TARGETS,0.58,Isoler IT-02565 et appliquer les correctifs pour T1424.
CVE-2025-9448,IT-03782,TARGETS,0.62,Isoler IT-03782 et appliquer les correctifs pour CVE-2025-9448.
CVE-2025-8472,IT-09723,TARGETS,0.8,Isoler IT-09723 et appliquer les correctifs pour CVE-2025-8472.
T7641,IT-02035,TARGETS,0.83,Isoler IT-02035 et appliquer les correctifs pour T7641.
T6181,IT-07762,TARGETS,0.71,Isoler IT-07762 et appliquer les correctifs pour T6181.
T3412,IT-09664,TARGETS,0.96,Isoler IT-09664 et appliquer les correctifs pour T3412.
CVE-2025-7992,IT-09703,TARGETS,0.57,Isoler IT-09703 et appliquer les correctifs pour CVE-2025-7992.
CVE-2025-7262,IT-04878,TARGETS,0.92,Isoler IT-04878 et appliquer les correctifs pour CVE-2025-7262.
T5608,IT-09934,TARGETS,0.72,Isoler IT-09934 et appliquer les correctifs pour T5608.
T2792,IT-05577,TARGETS,0.79,Isoler IT-05577 et appliquer les correctifs pour T2792.
T6738,IT-00171,TARGETS,0.93,Isoler IT-00171 et appliquer les correctifs pour T6738.
T8682,IT-06148,TARGETS,0.59,Isoler IT-06148 et appliquer les correctifs pour T8682.
T1168,IT-08684,TARGETS,0.62,Isoler IT-08684 et appliquer les correctifs pour T1168.
T2861,IT-02454,TARGETS,0.7,Isoler IT-02454 et appliquer les correctifs pour T2861.
T3272,IT-08849,TARGETS,0.8,Isoler IT-08849 et appliquer les correctifs pour T3272.
CVE-2023-4189,IT-03754,TARGETS,0.75,Isoler IT-03754 et appliquer les correctifs pour CVE-2023-4189.
T2949,IT-06697,TARGETS,0.63,Isoler IT-06697 et appliquer les correctifs pour T2949.
CVE-2020-7631,IT-03568,TARGETS,0.71,Isoler IT-03568 et appliquer les correctifs pour CVE-2020-7631.
CVE-2022-8017,IT-01429,TARGETS,0.61,Isoler IT-01429 et appliquer les correctifs pour CVE-2022-8017.
CVE-2022-6231,IT-01611,TARGETS,0.9,Isoler IT-01611 et appliquer les correctifs pour CVE-2022-6231.
T6079,IT-07734,TARGETS,0.84,Isoler IT-07734 et appliquer les correctifs pour T6079.
T4076,IT-06019,TARGETS,0.76,Isoler IT-06019 et appliquer les correctifs pour T4076.
CVE-2020-4975,IT-07934,TARGETS,0.65,Isoler IT-07934 et appliquer les correctifs pour CVE-2020-4975.
CVE-2021-7559,IT-02289,TARGETS,0.59,Isoler IT-02289 et appliquer les correctifs pour CVE-2021-7559.
T2453,IT-04366,TARGETS,0.84,Isoler IT-04366 et appliquer les correctifs pour T2453.
T5970,IT-01813,TARGETS,0.53,Isoler IT-01813 et appliquer les correctifs pour T5970.
T4784,IT-00224,TARGETS,0.83,Isoler IT-00224 et appliquer les correctifs pour T4784.
CVE-2021-2671,IT-02877,TARGETS,0.66,Isoler IT-02877 et appliquer les correctifs pour CVE-2021-2671.
CVE-2021-9323,IT-01987,TARGETS,0.82,Isoler IT-01987 et appliquer les correctifs pour CVE-2021-9323.
CVE-2022-9850,IT-05278,TARGETS,0.72,Isoler IT-05278 et appliquer les correctifs pour CVE-2022-9850.
T5940,IT-07952,TARGETS,0.87,Isoler IT-07952 et appliquer les correctifs pour T5940.
CVE-2021-3179,IT-06188,TARGETS,0.67,Isoler IT-06188 et appliquer les correctifs pour CVE-2021-3179.
T2286,IT-01718,TARGETS,0.85,Isoler IT-01718 et appliquer les correctifs pour T2286.
T9150,IT-09118,TARGETS,0.96,Isoler IT-09118 et appliquer les correctifs pour T9150.
CVE-2020-8697,IT-03834,TARGETS,0.71,Isoler IT-03834 et appliquer les correctifs pour CVE-2020-8697.
T2949,IT-06834,TARGETS,0.84,Isoler IT-06834 et appliquer les correctifs pour T2949.
CVE-2021-7872,IT-06365,TARGETS,0.66,Isoler IT-06365 et appliquer les correctifs pour CVE-2021-7872.
T2129,IT-02943,TARGETS,0.99,Isoler IT-02943 et appliquer les correctifs pour T2129.
T6723,IT-07730,TARGETS,0.62,Isoler IT-07730 et appliquer les correctifs pour T6723.
T9749,IT-09728,TARGETS,0.68,Isoler IT-09728 et appliquer les correctifs pour T9749.
CVE-2021-1435,IT-03895,TARGETS,0.88,Isoler IT-03895 et appliquer les correctifs pour CVE-2021-1435.
CVE-2023-9185,IT-03718,TARGETS,0.96,Isoler IT-03718 et appliquer les correctifs pour CVE-2023-9185.
CVE-2021-4239,IT-09816,TARGETS,0.79,Isoler IT-09816 et appliquer les correctifs pour CVE-2021-4239.
CVE-2021-5432,IT-08322,TARGETS,0.93,Isoler IT-08322 et appliquer les correctifs pour CVE-2021-5432.
CVE-2023-4761,IT-05759,TARGETS,0.58,Isoler IT-05759 et appliquer les correctifs pour CVE-2023-4761.
T8493,IT-05951,TARGETS,0.89,Isoler IT-05951 et appliquer les correctifs pour T8493.
CVE-2023-9030,IT-02271,TARGETS,0.59,Isoler IT-02271 et appliquer les correctifs pour CVE-2023-9030.
T1091,IT-03424,TARGETS,0.75,Isoler IT-03424 et appliquer les correctifs pour T1091.
T2089,IT-01835,TARGETS,0.56,Isoler IT-01835 et appliquer les correctifs pour T2089.
T4504,IT-03976,TARGETS,0.62,Isoler IT-03976 et appliquer les correctifs pour T4504.
T9320,IT-01811,TARGETS,0.8,Isoler IT-01811 et appliquer les correctifs pour T9320.
CVE-2021-1864,IT-02855,TARGETS,0.69,Isoler IT-02855 et appliquer les correctifs pour CVE-2021-1864.
T8493,IT-02134,TARGETS,0.52,Isoler IT-02134 et appliquer les correctifs pour T8493.
T2512,IT-01507,TARGETS,0.73,Isoler IT-01507 et appliquer les correctifs pour T2512.
CVE-2020-3954,IT-08876,TARGETS,0.63,Isoler IT-08876 et appliquer les correctifs pour CVE-2020-3954.
CVE-2025-3636,IT-01861,TARGETS,0.98,Isoler IT-01861 et appliquer les correctifs pour CVE-2025-3636.
CVE-2020-7647,IT-04684,TARGETS,0.83,Isoler IT-04684 et appliquer les correctifs pour CVE-2020-7647.
T6765,IT-00728,TARGETS,0.86,Isoler IT-00728 et appliquer les correctifs pour T6765.
CVE-2024-5769,IT-04612,TARGETS,0.95,Isoler IT-04612 et appliquer les correctifs pour CVE-2024-5769.
T3075,IT-08572,TARGETS,0.63,Isoler IT-08572 et appliquer les correctifs pour T3075.
CVE-2022-8843,IT-07067,TARGETS,0.99,Isoler IT-07067 et appliquer les correctifs pour CVE-2022-8843.
CVE-2020-1431,IT-01340,TARGETS,0.76,Isoler IT-01340 et appliquer les correctifs pour CVE-2020-1431.
CVE-2024-3600,IT-04373,TARGETS,0.9,Isoler IT-04373 et appliquer les correctifs pour CVE-2024-3600.
T8484,IT-09576,TARGETS,0.79,Isoler IT-09576 et appliquer les correctifs pour T8484.
T5531,IT-00936,TARGETS,0.85,Isoler IT-00936 et appliquer les correctifs pour T5531.
CVE-2025-8793,IT-05893,TARGETS,0.95,Isoler IT-05893 et appliquer les correctifs pour CVE-2025-8793.
CVE-2021-7743,IT-02247,TARGETS,0.66,Isoler IT-02247 et appliquer les correctifs pour CVE-2021-7743.
CVE-2021-5283,IT-07190,TARGETS,0.89,Isoler IT-07190 et appliquer les correctifs pour CVE-2021-5283.
T4997,IT-05362,TARGETS,0.95,Isoler IT-05362 et appliquer les correctifs pour T4997.
T4582,IT-05341,TARGETS,0.53,Isoler IT-05341 et appliquer les correctifs pour T4582.
CVE-2022-6809,IT-06519,TARGETS,0.78,Isoler IT-06519 et appliquer les correctifs pour CVE-2022-6809.
CVE-2021-1332,IT-07004,TARGETS,0.88,Isoler IT-07004 et appliquer les correctifs pour CVE-2021-1332.
CVE-2021-5432,IT-06118,TARGETS,0.56,Isoler IT-06118 et appliquer les correctifs pour CVE-2021-5432.
T6421,IT-08311,TARGETS,0.76,Isoler IT-08311 et appliquer les correctifs pour T6421.
CVE-2021-8908,IT-00140,TARGETS,0.53,Isoler IT-00140 et appliquer les correctifs pour CVE-2021-8908.
CVE-2024-9225,IT-00997,TARGETS,0.92,Isoler IT-00997 et appliquer les correctifs pour CVE-2024-9225.
T8105,IT-02625,TARGETS,0.75,Isoler IT-02625 et appliquer les correctifs pour T8105.
CVE-2023-4189,IT-00294,TARGETS,0.9,Isoler IT-00294 et appliquer les correctifs pour CVE-2023-4189.
CVE-2022-1361,IT-07387,TARGETS,0.98,Isoler IT-07387 et appliquer les correctifs pour CVE-2022-1361.
T5531,IT-05794,TARGETS,0.96,Isoler IT-05794 et appliquer les correctifs pour T5531.
T2117,IT-06584,TARGETS,0.73,Isoler IT-06584 et appliquer les correctifs pour T2117.
CVE-2021-6867,IT-09594,TARGETS,0.57,Isoler IT-09594 et appliquer les correctifs pour CVE-2021-6867.
CVE-2024-1337,IT-03032,TARGETS,0.74,Isoler IT-03032 et appliquer les correctifs pour CVE-2024-1337.
CVE-2021-6867,IT-01883,TARGETS,0.86,Isoler IT-01883 et appliquer les correctifs pour CVE-2021-6867.
T4153,IT-09034,TARGETS,0.6,Isoler IT-09034 et appliquer les correctifs pour T4153.
T5599,IT-05812,TARGETS,0.93,Isoler IT-05812 et appliquer les correctifs pour T5599.
CVE-2021-4369,IT-03969,TARGETS,0.92,Isoler IT-03969 et appliquer les correctifs pour CVE-2021-4369.
CVE-2023-4295,IT-00644,TARGETS,0.58,Isoler IT-00644 et appliquer les correctifs pour CVE-2023-4295.
T6344,IT-06185,TARGETS,0.73,Isoler IT-06185 et appliquer les correctifs pour T6344.
T7665,IT-05571,TARGETS,0.95,Isoler IT-05571 et appliquer les correctifs pour T7665.
CVE-2025-7044,IT-09765,TARGETS,0.65,Isoler IT-09765 et appliquer les correctifs pour CVE-2025-7044.
CVE-2025-8862,IT-09758,TARGETS,0.73,Isoler IT-09758 et appliquer les correctifs pour CVE-2025-8862.
CVE-2022-6800,IT-08984,TARGETS,0.81,Isoler IT-08984 et appliquer les correctifs pour CVE-2022-6800.
T4740,IT-02668,TARGETS,0.59,Isoler IT-02668 et appliquer les correctifs pour T4740.
CVE-2023-5938,IT-04903,TARGETS,0.8,Isoler IT-04903 et appliquer les correctifs pour CVE-2023-5938.
T4402,IT-07369,TARGETS,0.77,Isoler IT-07369 et appliquer les correctifs pour T4402.
CVE-2020-2214,IT-01083,TARGETS,0.51,Isoler IT-01083 et appliquer les correctifs pour CVE-2020-2214.
CVE-2023-7303,IT-04375,TARGETS,0.95,Isoler IT-04375 et appliquer les correctifs pour CVE-2023-7303.
T1199,IT-02553,TARGETS,0.96,Isoler IT-02553 et appliquer les correctifs pour T1199.
CVE-2020-7610,IT-05600,TARGETS,0.98,Isoler IT-05600 et appliquer les correctifs pour CVE-2020-7610.
T7599,IT-08131,TARGETS,0.88,Isoler IT-08131 et appliquer les correctifs pour T7599.
T9488,IT-01222,TARGETS,0.51,Isoler IT-01222 et appliquer les correctifs pour T9488.
CVE-2017-0144,IT-05881,TARGETS,0.99,Isoler IT-05881 et appliquer les correctifs pour CVE-2017-0144.
T4042,IT-09044,TARGETS,0.75,Isoler IT-09044 et appliquer les correctifs pour T4042.
T4359,IT-06367,TARGETS,0.89,Isoler IT-06367 et appliquer les correctifs pour T4359.
CVE-2020-7009,IT-06944,TARGETS,0.65,Isoler IT-06944 et appliquer les correctifs pour CVE-2020-7009.
T8750,IT-05603,TARGETS,0.52,Isoler IT-05603 et appliquer les correctifs pour T8750.
CVE-2020-2617,IT-08784,TARGETS,0.88,Isoler IT-08784 et appliquer les correctifs pour CVE-2020-2617.
T2129,IT-03239,TARGETS,0.58,Isoler IT-03239 et appliquer les correctifs pour T2129.
CVE-2024-3872,IT-04485,TARGETS,0.6,Isoler IT-04485 et appliquer les correctifs pour CVE-2024-3872.
CVE-2024-1109,IT-05977,TARGETS,0.97,Isoler IT-05977 et appliquer les correctifs pour CVE-2024-1109.
T8910,IT-06953,TARGETS,0.56,Isoler IT-06953 et appliquer les correctifs pour T8910.
CVE-2023-4955,IT-03188,TARGETS,0.79,Isoler IT-03188 et appliquer les correctifs pour CVE-2023-4955.
T7343,IT-08297,TARGETS,0.65,Isoler IT-08297 et appliquer les correctifs pour T7343.
CVE-2021-8908,IT-08366,TARGETS,0.85,Isoler IT-08366 et appliquer les correctifs pour CVE-2021-8908.
CVE-2023-5251,IT-04433,TARGETS,0.77,Isoler IT-04433 et appliquer les correctifs pour CVE-2023-5251.
CVE-2020-3974,IT-09892,TARGETS,0.94,Isoler IT-09892 et appliquer les correctifs pour CVE-2020-3974.
T5341,IT-00484,TARGETS,0.77,Isoler IT-00484 et appliquer les correctifs pour T5341.
CVE-2022-1054,IT-00505,TARGETS,0.52,Isoler IT-00505 et appliquer les correctifs pour CVE-2022-1054.
T3645,IT-08235,TARGETS,0.6,Isoler IT-08235 et appliquer les correctifs pour T3645.
T4139,IT-03578,TARGETS,0.82,Isoler IT-03578 et appliquer les correctifs pour T4139.
CVE-2022-7614,IT-09177,TARGETS,0.5,Isoler IT-09177 et appliquer les correctifs pour CVE-2022-7614.
T3075,IT-03154,TARGETS,0.58,Isoler IT-03154 et appliquer les correctifs pour T3075.
CVE-2024-3526,IT-06325,TARGETS,0.64,Isoler IT-06325 et appliquer les correctifs pour CVE-2024-3526.
T9533,IT-09701,TARGETS,0.73,Isoler IT-09701 et appliquer les correctifs pour T9533.
T7279,IT-03550,TARGETS,0.54,Isoler IT-03550 et appliquer les correctifs pour T7279.
CVE-2025-1644,IT-02105,TARGETS,0.82,Isoler IT-02105 et appliquer les correctifs pour CVE-2025-1644.
CVE-2023-1736,IT-03591,TARGETS,0.6,Isoler IT-03591 et appliquer les correctifs pour CVE-2023-1736.
T8216,IT-01610,TARGETS,0.81,Isoler IT-01610 et appliquer les correctifs pour T8216.
T5869,IT-09938,TARGETS,0.68,Isoler IT-09938 et appliquer les correctifs pour T5869.
T1078,IT-02104,TARGETS,0.75,Isoler IT-02104 et appliquer les correctifs pour T1078.
CVE-2021-3787,IT-04370,TARGETS,0.95,Isoler IT-04370 et appliquer les correctifs pour CVE-2021-3787.
CVE-2025-9428,IT-01809,TARGETS,0.9,Isoler IT-01809 et appliquer les correctifs pour CVE-2025-9428.
CVE-2021-1417,IT-08870,TARGETS,0.61,Isoler IT-08870 et appliquer les correctifs pour CVE-2021-1417.
T8226,IT-06808,TARGETS,0.62,Isoler IT-06808 et appliquer les correctifs pour T8226.
CVE-2024-9832,IT-06632,TARGETS,0.68,Isoler IT-06632 et appliquer les correctifs pour CVE-2024-9832.
T2861,IT-04605,TARGETS,0.78,Isoler IT-04605 et appliquer les correctifs pour T2861.
CVE-2021-3007,IT-06614,TARGETS,0.72,Isoler IT-06614 et appliquer les correctifs pour CVE-2021-3007.
CVE-2020-7009,IT-04329,TARGETS,0.51,Isoler IT-04329 et appliquer les correctifs pour CVE-2020-7009.
T9555,IT-02293,TARGETS,0.59,Isoler IT-02293 et appliquer les correctifs pour T9555.
CVE-2024-9596,IT-05748,TARGETS,0.72,Isoler IT-05748 et appliquer les correctifs pour CVE-2024-9596.
T8154,IT-02786,TARGETS,0.93,Isoler IT-02786 et appliquer les correctifs pour T8154.
CVE-2020-5019,IT-00389,TARGETS,0.96,Isoler IT-00389 et appliquer les correctifs pour CVE-2020-5019.
CVE-2025-8472,IT-08024,TARGETS,0.87,Isoler IT-08024 et appliquer les correctifs pour CVE-2025-8472.
CVE-2020-5019,IT-05174,TARGETS,0.84,Isoler IT-05174 et appliquer les correctifs pour CVE-2020-5019.
T1876,IT-05938,TARGETS,0.8,Isoler IT-05938 et appliquer les correctifs pour T1876.
T1295,IT-08588,TARGETS,0.7,Isoler IT-08588 et appliquer les correctifs pour T1295.
T3417,IT-05883,TARGETS,0.59,Isoler IT-05883 et appliquer les correctifs pour T3417.
CVE-2024-9413,IT-08740,TARGETS,0.8,Isoler IT-08740 et appliquer les correctifs pour CVE-2024-9413.
CVE-2025-1692,IT-04353,TARGETS,0.8,Isoler IT-04353 et appliquer les correctifs pour CVE-2025-1692.
T2949,IT-00972,TARGETS,0.82,Isoler IT-00972 et appliquer les correctifs pour T2949.
T7887,IT-00364,TARGETS,0.94,Isoler IT-00364 et appliquer les correctifs pour T7887.
T5208,IT-00941,TARGETS,0.61,Isoler IT-00941 et appliquer les correctifs pour T5208.
CVE-2024-3632,IT-01384,TARGETS,0.87,Isoler IT-01384 et appliquer les correctifs pour CVE-2024-3632.
CVE-2025-7387,IT-06830,TARGETS,0.76,Isoler IT-06830 et appliquer les correctifs pour CVE-2025-7387.
CVE-2021-8908,IT-05013,TARGETS,1.0,Isoler IT-05013 et appliquer les correctifs pour CVE-2021-8908.
CVE-2021-7561,IT-02448,TARGETS,0.93,Isoler IT-02448 et appliquer les correctifs pour CVE-2021-7561.
CVE-2021-3094,IT-00914,TARGETS,0.68,Isoler IT-00914 et appliquer les correctifs pour CVE-2021-3094.
CVE-2024-2160,IT-06642,TARGETS,0.89,Isoler IT-06642 et appliquer les correctifs pour CVE-2024-2160.
T6256,IT-00858,TARGETS,0.94,Isoler IT-00858 et appliquer les correctifs pour T6256.
T1130,IT-02021,TARGETS,0.54,Isoler IT-02021 et appliquer les correctifs pour T1130.
CVE-2020-2677,IT-00319,TARGETS,0.56,Isoler IT-00319 et appliquer les correctifs pour CVE-2020-2677.
CVE-2020-4170,IT-03161,TARGETS,0.82,Isoler IT-03161 et appliquer les correctifs pour CVE-2020-4170.
T1637,IT-04124,TARGETS,0.83,Isoler IT-04124 et appliquer les correctifs pour T1637.
T3851,IT-03042,TARGETS,0.92,Isoler IT-03042 et appliquer les correctifs pour T3851.
CVE-2024-2160,IT-00657,TARGETS,0.58,Isoler IT-00657 et appliquer les correctifs pour CVE-2024-2160.
CVE-2023-4955,IT-00376,TARGETS,0.98,Isoler IT-00376 et appliquer les correctifs pour CVE-2023-4955.
CVE-2025-8762,IT-00793,TARGETS,0.74,Isoler IT-00793 et appliquer les correctifs pour CVE-2025-8762.
T7236,IT-00871,TARGETS,0.91,Isoler IT-00871 et appliquer les correctifs pour T7236.
CVE-2023-8243,IT-05690,TARGETS,0.78,Isoler IT-05690 et appliquer les correctifs pour CVE-2023-8243.
CVE-2021-7433,IT-06729,TARGETS,0.67,Isoler IT-06729 et appliquer les correctifs pour CVE-2021-7433.
CVE-2023-8243,IT-08117,TARGETS,0.55,Isoler IT-08117 et appliquer les correctifs pour CVE-2023-8243.
CVE-2024-2828,IT-08326,TARGETS,0.65,Isoler IT-08326 et appliquer les correctifs pour CVE-2024-2828.
CVE-2021-9149,IT-05113,TARGETS,0.58,Isoler IT-05113 et appliquer les correctifs pour CVE-2021-9149.
T2553,IT-07231,TARGETS,0.72,Isoler IT-07231 et appliquer les correctifs pour T2553.
CVE-2020-9526,IT-09196,TARGETS,0.59,Isoler IT-09196 et appliquer les correctifs pour CVE-2020-9526.
CVE-2025-2688,IT-00724,TARGETS,1.0,Isoler IT-00724 et appliquer les correctifs pour CVE-2025-2688.
CVE-2022-3397,IT-02232,TARGETS,0.76,Isoler IT-02232 et appliquer les correctifs pour CVE-2022-3397.
T2956,IT-01433,TARGETS,0.63,Isoler IT-01433 et appliquer les correctifs pour T2956.
CVE-2021-5526,IT-08184,TARGETS,0.96,Isoler IT-08184 et appliquer les correctifs pour CVE-2021-5526.
T1128,IT-00420,TARGETS,0.84,Isoler IT-00420 et appliquer les correctifs pour T1128.
T7887,IT-05563,TARGETS,0.53,Isoler IT-05563 et appliquer les correctifs pour T7887.
CVE-2024-1337,IT-00245,TARGETS,0.94,Isoler IT-00245 et appliquer les correctifs pour CVE-2024-1337.
CVE-2020-2617,IT-01866,TARGETS,0.93,Isoler IT-01866 et appliquer les correctifs pour CVE-2020-2617.
CVE-2023-2044,IT-03985,TARGETS,0.93,Isoler IT-03985 et appliquer les correctifs pour CVE-2023-2044.
CVE-2025-4257,IT-03730,TARGETS,0.97,Isoler IT-03730 et appliquer les correctifs pour CVE-2025-4257.
CVE-2021-6917,IT-02725,TARGETS,0.83,Isoler IT-02725 et appliquer les correctifs pour CVE-2021-6917.
T1076,IT-08189,TARGETS,0.92,Isoler IT-08189 et appliquer les correctifs pour T1076.
CVE-2022-6800,IT-09073,TARGETS,0.86,Isoler IT-09073 et appliquer les correctifs pour CVE-2022-6800.
CVE-2021-3526,IT-01986,TARGETS,0.85,Isoler IT-01986 et appliquer les correctifs pour CVE-2021-3526.
CVE-2020-7609,IT-01880,TARGETS,0.73,Isoler IT-01880 et appliquer les correctifs pour CVE-2020-7609.
CVE-2024-5712,IT-07240,TARGETS,0.72,Isoler IT-07240 et appliquer les correctifs pour CVE-2024-5712.
T7355,IT-02151,TARGETS,0.57,Isoler IT-02151 et appliquer les correctifs pour T7355.
T7843,IT-09198,TARGETS,0.93,Isoler IT-09198 et appliquer les correctifs pour T7843.
T6344,IT-07668,TARGETS,0.62,Isoler IT-07668 et appliquer les correctifs pour T6344.
CVE-2021-7357,IT-08170,TARGETS,0.6,Isoler IT-08170 et appliquer les correctifs pour CVE-2021-7357.
CVE-2020-7232,IT-03663,TARGETS,0.8,Isoler IT-03663 et appliquer les correctifs pour CVE-2020-7232.
T4495,IT-02126,TARGETS,0.86,Isoler IT-02126 et appliquer les correctifs pour T4495.
CVE-2020-6394,IT-07965,TARGETS,0.93,Isoler IT-07965 et appliquer les correctifs pour CVE-2020-6394.
CVE-2021-1927,IT-08556,TARGETS,0.97,Isoler IT-08556 et appliquer les correctifs pour CVE-2021-1927.
CVE-2025-4066,IT-01361,TARGETS,0.73,Isoler IT-01361 et appliquer les correctifs pour CVE-2025-4066.
CVE-2021-6988,IT-01460,TARGETS,0.78,Isoler IT-01460 et appliquer les correctifs pour CVE-2021-6988.
CVE-2023-4955,IT-09965,TARGETS,0.86,Isoler IT-09965 et appliquer les correctifs pour CVE-2023-4955.
CVE-2024-1145,IT-04304,TARGETS,0.92,Isoler IT-04304 et appliquer les correctifs pour CVE-2024-1145.
CVE-2025-9787,IT-01509,TARGETS,0.79,Isoler IT-01509 et appliquer les correctifs pour CVE-2025-9787.
T7641,IT-04967,TARGETS,0.86,Isoler IT-04967 et appliquer les correctifs pour T7641.
CVE-2024-6210,IT-07613,TARGETS,0.78,Isoler IT-07613 et appliquer les correctifs pour CVE-2024-6210.
CVE-2024-3152,IT-00521,TARGETS,0.55,Isoler IT-00521 et appliquer les correctifs pour CVE-2024-3152.
CVE-2025-7179,IT-05766,TARGETS,0.73,Isoler IT-05766 et appliquer les correctifs pour CVE-2025-7179.
CVE-2025-7387,IT-06589,TARGETS,0.53,Isoler IT-06589 et appliquer les correctifs pour CVE-2025-7387.
CVE-2021-2259,IT-08345,TARGETS,0.9,Isoler IT-08345 et appliquer les correctifs pour CVE-2021-2259.
T8204,IT-02198,TARGETS,0.64,Isoler IT-02198 et appliquer les correctifs pour T8204.
CVE-2020-3974,IT-08533,TARGETS,0.65,Isoler IT-08533 et appliquer les correctifs pour CVE-2020-3974.
CVE-2022-4283,IT-01141,TARGETS,0.87,Isoler IT-01141 et appliquer les correctifs pour CVE-2022-4283.
CVE-2022-2593,IT-02024,TARGETS,0.75,Isoler IT-02024 et appliquer les correctifs pour CVE-2022-2593.
T9822,IT-00904,TARGETS,0.83,Isoler IT-00904 et appliquer les correctifs pour T9822.
T3619,IT-08985,TARGETS,0.84,Isoler IT-08985 et appliquer les correctifs pour T3619.
